timestamp,project,domain,url,serp_score,technical_score,content_score,eeat_score,speed_score,lvi
2025-10-17T21:13:53,OnOxygen 2 ,www.onoxygen.co.uk,https://onoxygen.co.uk/product-category/reconditioned/,40,50,45,10,60,40
