timestamp,project,domain,url,serp_score,technical_score,content_score,eeat_score,speed_score,lvi
2025-10-25T22:48:37,ASI snapshot,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
