timestamp,project,domain,url,serp_score,technical_score,content_score,eeat_score,speed_score,lvi
2025-10-20T22:07:44,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-20T22:07:46,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-20T22:08:10,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-20T22:08:10,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-20T22:10:37,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-20T22:10:38,ASI,https://www.asi-c.co.uk,https://www.asi-c.co.uk,40,85,15,40,60,47
2025-10-23T09:04:46,Asi,https://www.asi-c.co.uk,https://www.asi-c.co.uk,50,85,15,40,60,50
2025-10-23T09:04:47,Asi,https://www.asi-c.co.uk,https://www.asi-c.co.uk,50,85,15,40,60,50
