timestamp,project,domain,url,serp_score,technical_score,content_score,eeat_score,speed_score,lvi
2025-10-16T22:50:54,DemoProject Onoxygen ,https://onoxygen.co.uk,https://onoxygen.co.uk/product-category/concentrators/,77,50,38,10,60,48
